Entry,Study,ExptA,Expt,Ref,Source,TDBU,FTG,Ygen,Yqual,Yunits,Ydesc,Consumer,Resource,Sys1,Sys2,Des1,Des2,Des3,Des4,Location,Lat,Lon,Elev,LatlonError,Slevels,Spool,Smax,Area,Vol,Bsize,SPscale,LnSPscale,Dur,Gtime,Tscale,LnTscale,Tser,FinalT,SnonF,HigherT,Coll,Comment1,AddTrt1,AddTrt2,AddTrt3,ExpVar,NatVar,Comp.,Tr1,Tr2,Tr1Type,Tr2Type,CO2,fert,Nfert,Pfert,Ofert,Temp,Water,Light,Other,Nfertlevel,Pfertlevel,TdeloC,W%control,Light%control,Comment2,NEmono,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N18,N19,N20,N22,N23,N24,N31,N32,N36,N43,N60,N72,Emono,YEmono,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y18,Y19,Y20,Y22,Y23,Y24,Y31,Y32,Y36,Y43,Y60,Y72,SDEmono,SD1,SD2,SD3,SD4,SD5,SD6,SD7,SD8,SD9,SD10,SD11,SD12,SD13,SD14,SD15,SD16,SD18,SD19,SD20,SD22,SD23,SD24,SD31,SD32,SD36,SD43,SD60,SD72,NSmax,YSmax,SDSmax,LRR1,VLRR1,CILRR1,SigLRR1,LRR2,VLRR2,CILRR2,SigLRR2,lina,linb,linrsq,linaic,mma,mmb,mmrsq,mmaic,powa,powb,powrsq,powaic,loga,logb,logrsq,logaic,expa,expb,exprsq,expaic,bestr2,bestaic,"Mclaim: What mechanism(s) do the authors claim underlie diversity effects in their study?  C = Complementarity, F = Facilitation, I = Interference competition, ID = Species identity or composition, IN = Reduced intraspecific competition in polycultures, IP = Intraguild predation, N = Non-linear functional responses, NE = No diversity effect, R = Resource or other form of niche partitioning, S = Sampling effect, Se = Selection effect.",Mtest,Prich,Pcomp,SStot,SSrich,SScomp,PerSSrich,PerSScomp,SScomp2rich,RYT,SDRYT,DT,SDDT,Dmax,SDDmax,Dmean,SDDmean,CE,SDCE,SE,SDSE,SE2CE,DE,SDDE,TDC,SDTDC,TIC,SDTIC,rMiYoi,rMiRYi,Flag1,Flag2,Comment3
196,34,70,70,Hagele & Rowell-Rahier 1999,F1,BU,1,RD,T,proportional change,Original units: g m-2,Animalia:Arthropoda:Insecta:Orthoptera (Miramella alpina),Plantae (Herbaceous grassland plants),T,7,1,5,2,.,"Zoologisches Institut der Universita_ t Basel, Rheinsprung 9, CH-4051 Basel, Switzerland",47.56,7.58,.,lat long of address of first author,2,6,5,0.006,.,,,.,13,,,.,N,Y,1,N,"MS, BC, KM",Sample sizes for the single species treatments varied from 9-13 insects per treatment.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,9,54,.,.,.,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P. albus,0.2002,0.1048,.,.,.,0.1591,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.077,0.0636,.,.,.,0.107,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,0.159,0.107,0.417,0.042,0.4,Y,-0.23,0.051,0.444,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,.,.,.,.,.
197,34,71,71,Hagele & Rowell-Rahier 1999,F1,BU,1,RD,T,proportional change,Original units: g m-2,Animalia:Arthropoda:Insecta:Diperta (Tipulidae - Cylindrotoma distinctissima),Plantae (Herbaceous grassland plants),T,7,1,5,2,.,"Zoologisches Institut der Universita_ t Basel, Rheinsprung 9, CH-4051 Basel, Switzerland",47.56,7.58,.,lat long of address of first author,2,6,5,0.006,.,,,.,21,,,.,N,Y,1,N,"MS, BC, KM",Sample sizes for the single species treatments varied from 8 to 12 insects per treatment.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,11,50,.,.,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,P. albus,0.0378,0.0196,.,.,.,0.0331,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0031,0.0169,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,0.033,0,0.524,0.015,0.239,Y,-0.132,0.001,0.048,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,.,.,.,.,.
198,34,72,72,Hagele & Rowell-Rahier 1999,F1,BU,1,RD,T,proportional change,Original units: g m-2,Animalia:Arthropoda:Insecta (Caterpillar - Callimorpha dominula),Plantae (Herbaceous grassland plants),T,7,1,5,2,.,"Zoologisches Institut der Universita_ t Basel, Rheinsprung 9, CH-4051 Basel, Switzerland",47.56,7.58,.,lat long of address of first author,2,6,5,0.006,.,,,.,28,,,.,N,Y,1,N,"MS, BC, KM",Sample sizes for the single species treatments varied from 11 to 12 insects per treatment. ,.,.,.,,,,,,,,,,,,,,,,,,,,,,,12,58,.,.,.,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,L. galeobdolon,0.7791,0.558,.,.,.,0.7013,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.119,0.0931,.,.,.,0.0285,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,0.701,0.029,0.229,0.001,0.049,Y,-0.105,0.002,0.089,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,.,.,.,.,.
199,35,73,73,H_ttenschwiler & Bretscher 2001,F6,BU,6,RD,I,mg litter g-1 animal day-1,Decomposer mass specific feeding rate,Animalia:Arthropoda:Malacostraca:Isopoda (Oniscus asellus),"Plantae (Beech, Fagus sylvatica, Acer pseudoplatanas, Quercus robur leaf litter)",T,8,1,3,2,S,"Institute of Botany, University of Basel, Scho_nbeinstrasse 6, CH-4056 Basel, Switzerland",47.56,7.59,.,lat long of address of first author,2,3,3,.,0.157,,,.,89,,,.,,Y,3,N,"CJ, BC",.,ambient CO2,.,.,,,,,,,,,,,,,,,,,,,,,,,5,15,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Acer,11.42,9.3167,.,10.42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.2647,2.2856,.,2.8398,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,10.42,2.84,0.112,0.019,0.269,N,-0.092,0.031,0.346,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,.,.,.,.,.
200,35,74,74,H_ttenschwiler & Bretscher 2001,F6,BU,6,RD,I,mg litter g-1 animal day-1,Decomposer mass specific feeding rate,Animalia:Arthropoda:Malacostraca:Isopoda (Oniscus asellus),"Plantae (Beech, Fagus sylvatica, Acer pseudoplatanas, Quercus robur leaf litter)",T,8,1,3,2,S,"Institute of Botany, University of Basel, Scho_nbeinstrasse 6, CH-4056 Basel, Switzerland",47.56,7.59,.,lat long of address of first author,2,3,3,.,0.157,,,.,89,,,.,,Y,3,N,"CJ, BC",.,elevated CO2,.,.,,,,,,,,,,,,,,,,,,,,,,,5,15,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Acer,11.43,7.414,.,11.31,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.7119,2.2577,.,2.8174,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,11.31,2.817,0.422,0.019,0.267,Y,-0.011,0.034,0.359,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,.,.,.,.,.
202,36,75,75,Hattenschwiler & Gasser 2005,"F2, data from authors",BU,6,RD,C,proportional change,Original units: g m-2,Animalia:Annelida:Oligochaeta (Aporrectodea longa),"Plantae (Fagus sylvatica, Quecus petraea, Acer campestre, Carpinus betulus, Prunus avium, Tilia platyphyllos leaf litter)",T,8,2,3,1,S,"15 km SW of Basel, Switzerland",47.47,7.5,550,.,4,,6,0.0177,0.03,,,.,204,,,.,,Y,1,N,"DS, BC, KM",.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,3,18,9,.,9,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.185,0.0771,.,0.366,.,0.0496,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.8833,0.4132,.,0.4007,.,0.3545,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0.05,0.354,-1.316,18.267,8.377,N,.,.,.,.,1.037,-0.0373,1.1364,14.1198,0.9254,0.022,0.0084,14.1652,-0.0875,-0.2992,6.982,15.0064,0.9332,-0.0179,0.0332,14.1642,0.0665,-0.1365,11.4831,14.808,,,F,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,.,.,.,.,.
204,36,76,76,Hattenschwiler & Gasser 2005,"F2, data from authors",BU,6,RD,C,proportional change,Original units: g m-2,Animalia:Arthropoda:Glomerida (Glomeris sp.),"Plantae (Fagus sylvatica, Quecus petraea, Acer campestre, Carpinus betulus, Prunus avium, Tilia platyphyllos leaf litter)",T,8,2,3,1,S,"15 km SW of Basel, Switzerland",47.47,7.5,550,.,4,,6,0.0177,0.03,,,.,204,,,.,,Y,1,N,"DS, BC, KM",.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,3,18,9,.,9,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.1306,0.1116,.,0.2128,.,0.0009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.6704,0.3743,.,0.3662,.,0.2639,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0.001,0.264,-4.94,26573.007,319.504,N,.,.,.,.,1.3302,-0.1408,21.8412,11.9855,0.7434,-0.2884,3.841,12.8146,0.8292,-2.0458,40.4504,21.5749,1.1396,-0.2758,10.6085,12.5227,1.7147,-0.8817,59.3865,20.044,,,F,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,.,.,.,.,.
206,36,77,77,Hattenschwiler & Gasser 2005,"F2, data from authors",BU,6,RD,C,proportional change,Original units: g m-2,"Animalia (Annelida/Arthropoda ... Earthworm Aporrectodea longa, and Millepede Glomeris sp.)","Plantae (Fagus sylvatica, Quecus petraea, Acer campestre, Carpinus betulus, Prunus avium, Tilia platyphyllos leaf litter)",T,8,2,3,1,S,"15 km SW of Basel, Switzerland",47.47,7.5,550,.,4,,6,0.0177,0.03,,,.,204,,,.,,Y,2,N,"DS, BC, KM",.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,3,18,9,.,9,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.3004,0.1668,.,0.378,.,0.3075,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.8474,0.3984,.,0.3565,.,0.2417,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0.307,0.242,0.023,0.648,1.578,N,.,.,.,.,0.7799,0.0552,17.4038,5.6305,1.0917,0.3072,7.0993,6.1008,-0.2274,0.1484,11.0715,7.3749,0.8298,0.1338,12.9305,5.8415,-0.2979,0.0659,17.2433,7.0872,,,F,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,.,.,.,.,.
208,37,78,78,Hector et al. 2000,F2,BU,6,RD,T,proportional change,Original units: g m-2,"Natural (presumably bacteria, fungi, microarthropods, etc.)","Plantae (grasses, forbes, herbes and legumes)",T,7,2,4,2,.,"Silwood Park, Ascot, UK",51.41,-0.64,.,.,5,,11,0.01,.,,,.,83,,,.,,Y,.,Y,"BC, KM","This is the decompostition study from the Silwood Park site of the BioDepth project.  Data reported here are for the ""Litter composition experiment"" only, which varied plant litter richness in a common garden.  Data was collected by digitizing individual datapoints in Figure 2.  Because the datapoints overlap in the figure, N and Y may not be exact.",.,.,.,,,,,,,,,,,,,,,,,,,,,,,1,45,24,.,25,.,.,.,19,.,.,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,0.74,0.4019,0.3928,.,0.4112,.,.,.,0.4856,.,.,0.4109,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.1369,0.1173,.,0.1055,.,.,.,0.038,.,.,0.0912,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,0.411,0.091,0.022,0.005,0.136,N,-0.588,.,.,.,0.9906,0.0107,23.6548,-6.0812,1.0986,0.1321,25.2714,-6.1882,-0.0204,0.0477,31.1329,-7.5309,0.9786,0.0516,30.1121,-6.5231,-0.0094,0.0099,24.616,-7.0788,,,NE,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,.,.,.,.,.
232,44,89,89,Knops et al. 2001,F2,BU,6,RD,T,proportional change,Original units: g m-2,"Soil fauna (presumably bacteria, fungi, microarthropods, and others)",Plantae (vascular plant litter),T,7,1,4,2,S,"Cedar Creek Natural History area in Minnesota, USA",45.4,-93.2,.,.,7,,24,0.005,.,,,.,365,,,.,,Y,.,Y,"ED(PR), BC, KM",Numbers used are from the common garden plot.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,1,20,20,.,20,.,20,.,20,.,.,.,20,.,.,.,.,.,.,.,.,.,20,.,.,.,.,.,.,Aster,0.4151,0.4324,0.4392,.,0.4662,.,0.473,.,0.4595,.,.,.,0.4419,.,.,.,.,.,.,.,.,.,0.477,.,.,.,.,.,.,.,0.0604,0.0604,.,0.0907,.,0.0604,.,0.0604,.,.,.,0.0604,.,.,.,.,.,.,.,.,.,0.0483,.,.,.,.,.,.,20,0.477,0.048,0.098,0.001,0.076,Y,0.139,.,.,.,1.03,0.0029,31.3165,-22.5749,1.081,0.0863,50.3043,-24.84,0.0112,0.0243,45.0484,-24.8323,1.0113,0.0255,44.8339,-24.109,0.0292,0.0027,31.0124,-23.24,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,.,.,.,.,.
235,46,92,92,Leroy & Marks 2006,"F2, F3",BU,6,RD,I,day-1,Litter decomposition rate,"Bacteria, fungi & invertebrate shredders","Plantae (Velvet ash, Arizona alder, Fremont cottonwood, Arizona sycamore, Gambel oak leaf litter)",A,2,2,5,1,S,Oak Creekês confluence with Pumphouse Wash; Wet Beaver Creek 1.5 km above Arizona state road 179 and 1 km above the bridge connecting the Tonto and Coconino National Forests at Fossil Creek,47.07,-122.97,.,lat long of address of first author,2,5,5,.,.,.,,.,83,.,,.,,Y,.,Y,BC,"The 3-spp litter mixtures have been excluded because they were not consistently included across the sites, and only were run for 3 possible combinations.",Site = Oak Creek,.,.,,,,,,,,,,,,,,,,,,,,,,,8,40,.,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Cottonwood,0.0203,0.017,.,.,.,0.0203,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0029,0.0026,.,.,.,0.0017,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,0.02,0.002,0.177,0.001,0.075,Y,-0.002,0.003,0.115,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,.,.,.,.,.
236,46,93,93,Leroy & Marks 2006,"F2, F3",BU,6,RD,I,day-1,Litter decomposition rate,"Bacteria, fungi & invertebrate shredders","Plantae (Velvet ash, Arizona alder, Fremont cottonwood, Arizona sycamore, Gambel oak leaf litter)",A,2,2,5,1,S,Oak Creekês confluence with Pumphouse Wash; Wet Beaver Creek 1.5 km above Arizona state road 179 and 1 km above the bridge connecting the Tonto and Coconino National Forests at Fossil Creek,47.07,-122.97,.,lat long of address of first author,2,5,5,.,.,.,,.,83,.,,.,,Y,.,Y,BC,"The 3-spp litter mixtures have been excluded because they were not consistently included across the sites, and only were run for 3 possible combinations.",Site = Fossil Creek,.,.,,,,,,,,,,,,,,,,,,,,,,,8,40,.,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Sycamore,0.007,0.0124,.,.,.,0.012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.003,0.0023,.,.,.,0.0019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,0.012,0.002,-0.035,0.004,0.123,N,0.546,0.026,0.319,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,.,.,.,.,.
237,46,94,94,Leroy & Marks 2006,"F2, F3",BU,6,RD,I,day-1,Litter decomposition rate,"Bacteria, fungi & invertebrate shredders","Plantae (Velvet ash, Arizona alder, Fremont cottonwood, Arizona sycamore, Gambel oak leaf litter)",A,2,2,5,1,S,Oak Creekês confluence with Pumphouse Wash; Wet Beaver Creek 1.5 km above Arizona state road 179 and 1 km above the bridge connecting the Tonto and Coconino National Forests at Fossil Creek,47.07,-122.97,.,lat long of address of first author,2,5,5,.,.,.,,.,83,.,,.,,Y,.,Y,BC,"The 3-spp litter mixtures have been excluded because they were not consistently included across the sites, and only were run for 3 possible combinations.",Site = Wet Beaver Creek,.,.,,,,,,,,,,,,,,,,,,,,,,,8,40,.,.,.,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Cottonwood,0.0178,0.0128,.,.,.,0.0135,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.002,0.0018,.,.,.,0.0017,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,0.014,0.002,0.052,0.002,0.096,N,-0.278,0.003,0.114,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,.,.,.,.,.
239,47,95,95,"Madritch & Cardinale, 2007",data from authors,BU,6,RD,I,year-1,Litter decomposition rate,"Soil fauna (presumably bacteria, fungi, microarthropods, and others)","Plantae (Populus tremuloides, Tilia americana, Quercus rubra, Acer saccharum, Pinus resinosa, Pinus strobes leaf litter)",T,8,2,5,1,S,"The University of Wisconsin Arboretum (ARB), Keller Whitcomb Creek Woods State Natural Area (KW) and Germain Hemlocks State Natural Area (GH), central Wisconsin",43.08,-89.41,.,lat long of address of first author,4,6,6,0.0225,.,,,.,338,,,.,,Y,.,.,BC,Data are from the University of Wisconsin Arboretum ,.,.,.,,,,,,,,,,,,,,,,,,,,,,,3,18,45,.,45,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Pinus resinosa,0.3581,1.4321,1.2826,.,1.0298,.,1.125,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0429,1.2747,0.73,.,0.2913,.,0.2398,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,1.125,0.24,-0.241,0.059,0.477,N,1.145,0.02,0.277,Y,0.9977,-0.0454,66.3517,-4.8779,0.7272,-0.2801,84.5981,-8.0038,-0.0113,-0.1643,79.8667,-5.6574,0.9878,-0.1423,82.4164,-7.4739,0.0001,-0.0524,64.2801,-3.3641,,,S,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,.,.,.,.,.
241,47,96,96,"Madritch & Cardinale, 2007",data from authors,BU,6,RD,I,year-1,Litter decomposition rate,"Soil fauna (presumably bacteria, fungi, microarthropods, and others)","Plantae (Populus tremuloides, Tilia americana, Quercus rubra, Acer saccharum, Pinus resinosa, Pinus strobes leaf litter)",T,8,2,5,1,S,"The University of Wisconsin Arboretum (ARB), Keller Whitcomb Creek Woods State Natural Area (KW) and Germain Hemlocks State Natural Area (GH), central Wisconsin",43.08,-89.41,.,lat long of address of first author,4,6,6,0.0225,.,,,.,338,,,.,,Y,.,.,BC,Data are from Germain Hemlocks State Natural Area ,.,.,.,,,,,,,,,,,,,,,,,,,,,,,3,18,45,.,45,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Pinus strobes,0.2866,0.5532,0.5649,.,0.5889,.,0.5051,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0409,0.2944,0.1895,.,0.1998,.,0.1213,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0.505,0.121,-0.091,0.035,0.367,N,0.567,0.026,0.316,Y,1.0475,-0.0147,26.23,-7.0444,0.9859,-0.0286,3.0722,-5.9523,0.0264,-0.0292,12.6087,-6.2259,1.0259,-0.027,11.1768,-6.3016,0.0487,-0.0155,28.2626,-7.0154,,,NE,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,.,.,.,.,.
243,47,97,97,"Madritch & Cardinale, 2007",data from authors,BU,6,RD,I,year-1,Litter decomposition rate,"Soil fauna (presumably bacteria, fungi, microarthropods, and others)","Plantae (Populus tremuloides, Tilia americana, Quercus rubra, Acer saccharum, Pinus resinosa, Pinus strobes leaf litter)",T,8,2,5,1,S,"The University of Wisconsin Arboretum (ARB), Keller Whitcomb Creek Woods State Natural Area (KW) and Germain Hemlocks State Natural Area (GH), central Wisconsin",43.08,-89.41,.,lat long of address of first author,4,6,6,0.0225,.,,,.,338,,,.,,Y,.,.,BC,Data are from Keller Whitcomb Creek Woods State Natural Area ,.,.,.,,,,,,,,,,,,,,,,,,,,,,,3,18,45,.,45,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Tilia americana,0.6958,0.4149,0.4168,.,0.4042,.,0.4361,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0592,0.1675,0.0981,.,0.0825,.,0.0682,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3,0.436,0.068,0.05,0.017,0.257,N,-0.467,0.011,0.202,Y,0.9821,0.0078,29.4223,-12.7353,1.0192,0.0242,7.8028,-11.6665,-0.0079,0.0155,14.9948,-12.1059,0.9919,0.0161,15.7845,-12.0287,-0.0175,0.0076,28.3608,-12.7902,,,NE,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,.,.,.,.,.
254,51,102,102,Mulder et al. 1999,"F2, data from authors",BU,1,RD,C,proportional change,Original units: g m-2,Animalia:Arthropoda:Insecta,Plantae,T,7,2,4,2,.,"Ume_, Sweden",63.75,20.28,12,.,5,,12,11, ,,,.,426,,,.,,Y,.,.,"MS, BC, KM",Data are from the August 1997 sampling date,.,.,.,,,,,,,,,,,,,,,,,,,,,,,2,24,12,.,12,.,.,.,6,.,.,.,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Trifolium repens,0.0232,0.0095,0.012,.,0.0208,.,.,.,0.0269,.,.,.,0.014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0158,0.0168,0.0155,.,0.0217,.,.,.,0.023,.,.,.,0.0188,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0.014,0.019,0.386,0.579,1.491,N,-0.504,0.681,1.618,N,1.404,0.0637,15.2407,15.2924,2.4451,1.2538,44.8606,13.1427,0.1215,0.2755,44.0907,7.4607,1.1561,0.4454,36.4789,13.8502,0.2694,0.0404,19.3625,9.2919,,,"R, S",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,.,.,.,.,.
260,55,107,107,Nilsson et al. 1999,"F1, data from authors",BU,6,RD,T,proportional change,Original units: g m-2,"Soil fauna (presumably bacteria, fungi, microarthropods, and others)","Plantae (Empetrum hermaphroditum [shrub], Betula pendula [tree], Pleurozium schreberi [moss])",T,8,2,5,1,S,Gippervare in the northern boreal zone of Sweden,63.83,20.25,.,.,3,,3,0.785,.,,,.,380,,,.,,Y,.,.,"BC, KM","Data are for the ""Spruce site"".",.,.,.,,,,,,,,,,,,,,,,,,,,,,,5,15,15,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Pleurozium schreberi,0.374,0.548,0.481,0.545,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0777,0.0791,0.1114,0.0557,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,0.545,0.056,-0.005,0.003,0.116,N,0.377,0.011,0.203,Y,0.9629,-0.0027,0.1585,-2.7427,0.9186,-0.0656,10.4857,-3.0703,-0.0305,-0.0247,3.4723,-2.4492,0.9714,-0.0235,3.5619,-2.8468,-0.0398,-0.0028,0.1397,-2.3474,,,NE,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,.,.,.,.,.
262,55,108,108,Nilsson et al. 1999,"F1, data from authors",BU,6,RD,T,proportional change,Original units: g m-2,"Soil fauna (presumably bacteria, fungi, microarthropods, and others)","Plantae (Empetrum hermaphroditum [shrub], Betula pendula [tree], Pleurozium schreberi [moss])",T,8,2,5,1,S,Gippervare in the northern boreal zone of Sweden,63.83,20.25,.,.,3,,3,0.785,.,,,.,380,,,.,,Y,.,.,"BC, KM","Data are for the ""Clearcut site"".",.,.,.,,,,,,,,,,,,,,,,,,,,,,,5,15,15,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Pleurozium schreberi,0.325,0.4913,0.456,0.45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.048,0.0858,0.0994,0.1907,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,0.45,0.191,-0.088,0.038,0.382,N,0.325,0.04,0.393,N,1.0321,-0.042,85.6185,-11.068,0.8745,-0.1247,99.1865,-19.6851,-0.0046,-0.0829,94.6505,-13.7867,0.9955,-0.0795,94.3998,-13.8974,0.0337,-0.0439,86.0031,-10.9012,,,NE,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,.,.,.,.,.
