Mno,Entry,Study,Expt,Ref,Source,TDBU,FTG,TG,Ygen,Yqual,Yunits,Ydesc,Consumer,Taxon,Resource,Sys1,Sys2,Des1,Des2,Des3,Des4,Location,Lat,Lon,Elev,LatlonError,Slevels,Spool,Smax,Area,Vol,Bsize,SPscale,Dur,Gtime,Tscale,LnTscale,Tser,FinalT,SnonF,HigherT,AddTrt1,AddTrt2,AddTrt3,Treatment,restrt,Monotes,YEmono,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
734,1267,170,515,Vivanco & Austin; J Ecol 2008,Data From Author,BU,O,4,SSR,,g m-2,Litter dry mass,Decomposers,,Plantae (Nothofagus dombeyi; Nothofagus nervosa; Nothofagus obliqua litter),0,8,3,4,2,S,Parque Nacional Lanên; Argentina,-50.1,-71.98,,,2,3,3,0.0225,,,,121,,,,Y,N,,Y,Microsite: N. dombeyi,,,control,control,,77.1733,74.8089,,76.2756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,1268,170,515,Vivanco & Austin; J Ecol 2008,Data From Author,BU,O,4,SSR,,g m-2,Litter dry mass,Decomposers,,Plantae (Nothofagus dombeyi; Nothofagus nervosa; Nothofagus obliqua litter),0,8,3,4,2,S,Parque Nacional Lanên; Argentina,-50.1,-71.98,,,2,3,3,0.0225,,,,268,,,,Y,N,,Y,Microsite: N. dombeyi,,,control,control,,74.0622,68.803,,69.8756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,1269,170,515,Vivanco & Austin; J Ecol 2008,Data From Author,BU,O,4,SSR,,g m-2,Litter dry mass,Decomposers,,Plantae (Nothofagus dombeyi; Nothofagus nervosa; Nothofagus obliqua litter),0,8,3,4,2,S,Parque Nacional Lanên; Argentina,-50.1,-71.98,,,2,3,3,0.0225,,,,366,,,,Y,Y,,Y,Microsite: N. dombeyi,,,control,control,,73.5356,67.783,,67.6622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,1270,170,516,Vivanco & Austin; J Ecol 2008,Data From Author,BU,O,4,SSR,,g m-2,Litter dry mass,Decomposers,,Plantae (Nothofagus dombeyi; Nothofagus nervosa; Nothofagus obliqua litter),0,8,3,4,2,S,Parque Nacional Lanên; Argentina,-50.1,-71.98,,,2,3,3,0.0225,,,,43,,,,Y,N,,Y,Microsite: N. nervosa,,,control,control,,77.7244,75.3185,,76.4178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,1271,170,516,Vivanco & Austin; J Ecol 2008,Data From Author,BU,O,4,SSR,,g m-2,Litter dry mass,Decomposers,,Plantae (Nothofagus dombeyi; Nothofagus nervosa; Nothofagus obliqua litter),0,8,3,4,2,S,Parque Nacional Lanên; Argentina,-50.1,-71.98,,,2,3,3,0.0225,,,,121,,,,Y,N,,Y,Microsite: N. nervosa,,,control,control,,75.6622,73.117,,74.1156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,1272,170,516,Vivanco & Austin; J Ecol 2008,Data From Author,BU,O,4,SSR,,g m-2,Litter dry mass,Decomposers,,Plantae (Nothofagus dombeyi; Nothofagus nervosa; Nothofagus obliqua litter),0,8,3,4,2,S,Parque Nacional Lanên; Argentina,-50.1,-71.98,,,2,3,3,0.0225,,,,268,,,,Y,N,,Y,Microsite: N. nervosa,,,control,control,,69.1822,65.8074,,68.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,1273,170,516,Vivanco & Austin; J Ecol 2008,Data From Author,BU,O,4,SSR,,g m-2,Litter dry mass,Decomposers,,Plantae (Nothofagus dombeyi; Nothofagus nervosa; Nothofagus obliqua litter),0,8,3,4,2,S,Parque Nacional Lanên; Argentina,-50.1,-71.98,,,2,3,3,0.0225,,,,366,,,,Y,Y,,Y,Microsite: N. nervosa,,,control,control,,69.2489,66.0592,,67.9467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,1274,170,517,Vivanco & Austin; J Ecol 2008,Data From Author,BU,O,4,SSR,,g m-2,Litter dry mass,Decomposers,,Plantae (Nothofagus dombeyi; Nothofagus nervosa; Nothofagus obliqua litter),0,8,3,4,2,S,Parque Nacional Lanên; Argentina,-50.1,-71.98,,,2,3,3,0.0225,,,,43,,,,Y,N,,Y,Microsite: N. obliqua,,,control,control,,78.4711,76.4267,,77.7956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,1275,170,517,Vivanco & Austin; J Ecol 2008,Data From Author,BU,O,4,SSR,,g m-2,Litter dry mass,Decomposers,,Plantae (Nothofagus dombeyi; Nothofagus nervosa; Nothofagus obliqua litter),0,8,3,4,2,S,Parque Nacional Lanên; Argentina,-50.1,-71.98,,,2,3,3,0.0225,,,,121,,,,Y,N,,Y,Microsite: N. obliqua,,,control,control,,75.1022,72.9659,,74.4622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,1276,170,517,Vivanco & Austin; J Ecol 2008,Data From Author,BU,O,4,SSR,,g m-2,Litter dry mass,Decomposers,,Plantae (Nothofagus dombeyi; Nothofagus nervosa; Nothofagus obliqua litter),0,8,3,4,2,S,Parque Nacional Lanên; Argentina,-50.1,-71.98,,,2,3,3,0.0225,,,,268,,,,Y,N,,Y,Microsite: N. obliqua,,,control,control,,67.8222,64.8148,,65.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,1277,170,517,Vivanco & Austin; J Ecol 2008,Data From Author,BU,O,4,SSR,,g m-2,Litter dry mass,Decomposers,,Plantae (Nothofagus dombeyi; Nothofagus nervosa; Nothofagus obliqua litter),0,8,3,4,2,S,Parque Nacional Lanên; Argentina,-50.1,-71.98,,,2,3,3,0.0225,,,,366,,,,Y,Y,,Y,Microsite: N. obliqua,,,control,control,,74.3289,66.5393,,66.8444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,1278,171,518,Sheley & Bates; Weed Science 2008,Data From Author,TD,P,1,SST,,number m-2,Plant abundance,Plantae (Balsamorhiza sagittata; Pseudoroegneria spicata; Juniperus occidentalis; Festuca idahoensis; Poa ampla; Achillea millefolium),plant,Nutrients,0,7,2,4,2,S,Juniper Creek watershed on South Mountain; southwest Idaho,42.65,-116.85,1650,,2,6,6,4,,7.55,0.5298,300,851,0.3525,-1.0426,Y,N,0,Y,Seeding Rate: 16.8 kg ha-1,Site 1: Sagebrush/bunchgrass,,control,control,,566.6667,272.3611,,,,,420.8333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,1279,171,518,Sheley & Bates; Weed Science 2008,Data From Author,TD,P,1,SST,,number m-2,Plant abundance,Plantae (Balsamorhiza sagittata; Pseudoroegneria spicata; Juniperus occidentalis; Festuca idahoensis; Poa ampla; Achillea millefolium),plant,Nutrients,0,7,2,4,2,S,Juniper Creek watershed on South Mountain; southwest Idaho,42.65,-116.85,1650,,2,6,6,4,,7.55,0.5298,665,851,0.7814,-0.2466,Y,Y,0,Y,Seeding Rate: 16.8 kg ha-1,Site 1: Sagebrush/bunchgrass,,control,control,,900.8333,374.1667,,,,,392.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,1280,171,519,Sheley & Bates; Weed Science 2008,Data From Author,TD,P,1,SST,,number m-2,Plant abundance,Plantae (Balsamorhiza sagittata; Pseudoroegneria spicata; Juniperus occidentalis; Festuca idahoensis; Poa ampla; Achillea millefolium),plant,Nutrients,0,7,2,4,2,S,Juniper Creek watershed on South Mountain; southwest Idaho,42.65,-116.85,1650,,2,6,6,4,,7.55,0.5298,300,851,0.3525,-1.0426,Y,N,0,Y,Seeding Rate: 16.8 kg ha-1,Site 2: Snowberry/fescue,,control,control,,715.8333,339.7222,,,,,452.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,1281,171,519,Sheley & Bates; Weed Science 2008,Data From Author,TD,P,1,SST,,number m-2,Plant abundance,Plantae (Balsamorhiza sagittata; Pseudoroegneria spicata; Juniperus occidentalis; Festuca idahoensis; Poa ampla; Achillea millefolium),plant,Nutrients,0,7,2,4,2,S,Juniper Creek watershed on South Mountain; southwest Idaho,42.65,-116.85,1650,,2,6,6,4,,7.55,0.5298,665,851,0.7814,-0.2466,Y,Y,0,Y,Seeding Rate: 16.8 kg ha-1,Site 2: Snowberry/fescue,,control,control,,1333.3333,591.5278,,,,,591.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,1282,171,520,Sheley & Bates; Weed Science 2008,Data From Author,TD,P,1,SST,,number m-2,Plant abundance,Plantae (Balsamorhiza sagittata; Pseudoroegneria spicata; Juniperus occidentalis; Festuca idahoensis; Poa ampla; Achillea millefolium),plant,Nutrients,0,7,2,4,2,S,Juniper Creek watershed on South Mountain; southwest Idaho,42.65,-116.85,1650,,2,6,6,4,,7.55,0.5298,300,851,0.3525,-1.0426,Y,N,0,Y,Seeding Rate: 22.4 kg ha-1,Site 1: Sagebrush/bunchgrass,,control,control,,804.1667,382.5,,,,,552.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,1283,171,520,Sheley & Bates; Weed Science 2008,Data From Author,TD,P,1,SST,,number m-2,Plant abundance,Plantae (Balsamorhiza sagittata; Pseudoroegneria spicata; Juniperus occidentalis; Festuca idahoensis; Poa ampla; Achillea millefolium),plant,Nutrients,0,7,2,4,2,S,Juniper Creek watershed on South Mountain; southwest Idaho,42.65,-116.85,1650,,2,6,6,4,,7.55,0.5298,665,851,0.7814,-0.2466,Y,Y,0,Y,Seeding Rate: 22.4 kg ha-1,Site 1: Sagebrush/bunchgrass,,control,control,,18.3333,645.4167,,,,,454.1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,1284,171,521,Sheley & Bates; Weed Science 2008,Data From Author,TD,P,1,SST,,number m-2,Plant abundance,Plantae (Balsamorhiza sagittata; Pseudoroegneria spicata; Juniperus occidentalis; Festuca idahoensis; Poa ampla; Achillea millefolium),plant,Nutrients,0,7,2,4,2,S,Juniper Creek watershed on South Mountain; southwest Idaho,42.65,-116.85,1650,,2,6,6,4,,7.55,0.5298,300,851,0.3525,-1.0426,Y,N,0,Y,Seeding Rate: 22.4 kg ha-1,Site 2: Snowberry/fescue,,control,control,,1216.6667,449.1667,,,,,500.8333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,1285,171,521,Sheley & Bates; Weed Science 2008,Data From Author,TD,P,1,SST,,number m-2,Plant abundance,Plantae (Balsamorhiza sagittata; Pseudoroegneria spicata; Juniperus occidentalis; Festuca idahoensis; Poa ampla; Achillea millefolium),plant,Nutrients,0,7,2,4,2,S,Juniper Creek watershed on South Mountain; southwest Idaho,42.65,-116.85,1650,,2,6,6,4,,7.55,0.5298,665,851,0.7814,-0.2466,Y,Y,0,Y,Seeding Rate: 22.4 kg ha-1,Site 2: Snowberry/fescue,,control,control,,1723.3333,670.9722,,,,,775.8333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,1286,171,522,Sheley & Bates; Weed Science 2008,Data From Author,TD,P,1,SST,,number m-2,Plant abundance,Plantae (Balsamorhiza sagittata; Pseudoroegneria spicata; Juniperus occidentalis; Festuca idahoensis; Poa ampla; Achillea millefolium),plant,Nutrients,0,7,2,4,2,S,Juniper Creek watershed on South Mountain; southwest Idaho,42.65,-116.85,1650,,2,6,6,4,,7.55,0.5298,300,851,0.3525,-1.0426,Y,N,0,Y,Seeding Rate: 28.0 kg ha-1,Site 1: Sagebrush/bunchgrass,,control,control,,877.5,393.4722,,,,,653.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,1287,171,522,Sheley & Bates; Weed Science 2008,Data From Author,TD,P,1,SST,,number m-2,Plant abundance,Plantae (Balsamorhiza sagittata; Pseudoroegneria spicata; Juniperus occidentalis; Festuca idahoensis; Poa ampla; Achillea millefolium),plant,Nutrients,0,7,2,4,2,S,Juniper Creek watershed on South Mountain; southwest Idaho,42.65,-116.85,1650,,2,6,6,4,,7.55,0.5298,665,851,0.7814,-0.2466,Y,Y,0,Y,Seeding Rate: 28.0 kg ha-1,Site 1: Sagebrush/bunchgrass,,control,control,,1215.8333,496.6667,,,,,1216.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,1288,171,523,Sheley & Bates; Weed Science 2008,Data From Author,TD,P,1,SST,,number m-2,Plant abundance,Plantae (Balsamorhiza sagittata; Pseudoroegneria spicata; Juniperus occidentalis; Festuca idahoensis; Poa ampla; Achillea millefolium),plant,Nutrients,0,7,2,4,2,S,Juniper Creek watershed on South Mountain; southwest Idaho,42.65,-116.85,1650,,2,6,6,4,,7.55,0.5298,300,851,0.3525,-1.0426,Y,N,0,Y,Seeding Rate: 28.0 kg ha-1,Site 2: Snowberry/fescue,,control,control,,0,512.3611,,,,,481.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,1289,171,523,Sheley & Bates; Weed Science 2008,Data From Author,TD,P,1,SST,,number m-2,Plant abundance,Plantae (Balsamorhiza sagittata; Pseudoroegneria spicata; Juniperus occidentalis; Festuca idahoensis; Poa ampla; Achillea millefolium),plant,Nutrients,0,7,2,4,2,S,Juniper Creek watershed on South Mountain; southwest Idaho,42.65,-116.85,1650,,2,6,6,4,,7.55,0.5298,665,851,0.7814,-0.2466,Y,Y,0,Y,Seeding Rate: 28.0 kg ha-1,Site 2: Snowberry/fescue,,control,control,,1388.3333,663.4722,,,,,915.8333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,1290,171,524,Sheley & Bates; Weed Science 2008,Data From Author,TD,P,1,SST,,number m-2,Plant abundance,Plantae (Balsamorhiza sagittata; Pseudoroegneria spicata; Juniperus occidentalis; Festuca idahoensis; Poa ampla; Achillea millefolium),plant,Nutrients,0,7,2,4,2,S,Juniper Creek watershed on South Mountain; southwest Idaho,42.65,-116.85,1650,,2,6,6,4,,7.55,0.5298,300,851,0.3525,-1.0426,Y,N,0,Y,Seeding Rate: 33.6 kg ha-1,Site 1: Sagebrush/bunchgrass,,control,control,,2.5,494.8611,,,,,434.1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,1291,171,524,Sheley & Bates; Weed Science 2008,Data From Author,TD,P,1,SST,,number m-2,Plant abundance,Plantae (Balsamorhiza sagittata; Pseudoroegneria spicata; Juniperus occidentalis; Festuca idahoensis; Poa ampla; Achillea millefolium),plant,Nutrients,0,7,2,4,2,S,Juniper Creek watershed on South Mountain; southwest Idaho,42.65,-116.85,1650,,2,6,6,4,,7.55,0.5298,665,851,0.7814,-0.2466,Y,Y,0,Y,Seeding Rate: 33.6 kg ha-1,Site 1: Sagebrush/bunchgrass,,control,control,,7.5,823.75,,,,,803.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,1292,171,525,Sheley & Bates; Weed Science 2008,Data From Author,TD,P,1,SST,,number m-2,Plant abundance,Plantae (Balsamorhiza sagittata; Pseudoroegneria spicata; Juniperus occidentalis; Festuca idahoensis; Poa ampla; Achillea millefolium),plant,Nutrients,0,7,2,4,2,S,Juniper Creek watershed on South Mountain; southwest Idaho,42.65,-116.85,1650,,2,6,6,4,,7.55,0.5298,300,851,0.3525,-1.0426,Y,N,0,Y,Seeding Rate: 33.6 kg ha-1,Site 2: Snowberry/fescue,,control,control,,0,522.7778,,,,,456.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,1293,171,525,Sheley & Bates; Weed Science 2008,Data From Author,TD,P,1,SST,,number m-2,Plant abundance,Plantae (Balsamorhiza sagittata; Pseudoroegneria spicata; Juniperus occidentalis; Festuca idahoensis; Poa ampla; Achillea millefolium),plant,Nutrients,0,7,2,4,2,S,Juniper Creek watershed on South Mountain; southwest Idaho,42.65,-116.85,1650,,2,6,6,4,,7.55,0.5298,665,851,0.7814,-0.2466,Y,Y,0,Y,Seeding Rate: 33.6 kg ha-1,Site 2: Snowberry/fescue,,control,control,,2744.1667,948.0556,,,,,1386.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,1294,172,526,Ericson et al; Mar Biodiversity 2009,F2,TD,H,2,SSR,,g L-1,Algal wet mass ,Animalia (Littorina littorea; Littorina obtusata; Idotea granulosa; Gammarus duebeni),,Macroalgae,1,4,1,10,2,S,Tj_rn_ Marine Biological Laboratory on the Swedish west coast,58.9,11.11,,,2,4,4,,1,0.03,0,7,152,0.0461,-3.078,N,Y,8,N,Experiment 1,,,control,control,,7.91,6.2095,,,7.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,1295,172,526,Ericson et al; Mar Biodiversity 2009,F2,TD,H,2,RD,C,proportional change,Original units: g L-1 (Algal wet mass),Animalia (Littorina littorea; Littorina obtusata; Idotea granulosa; Gammarus duebeni),,Macroalgae,1,4,1,10,2,S,Tj_rn_ Marine Biological Laboratory on the Swedish west coast,58.9,11.11,,,2,4,4,,1,0.03,0,7,152,0.0461,-3.078,N,Y,8,N,Experiment 1,,,control,control,,0.2409,0.4041,,,0.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,1296,172,527,Ericson et al; Mar Biodiversity 2009,F2,TD,H,2,SSR,,g L-1,Algal wet mass ,Animalia (Littorina littorea; Littorina obtusata; Idotea granulosa; Gammarus duebeni),,Macroalgae,1,4,1,10,2,S,Tj_rn_ Marine Biological Laboratory on the Swedish west coast,58.9,11.11,,,2,4,4,,1,0.03,0,7,152,0.0461,-3.078,N,Y,8,N,Experiment 2,,,control,control,,3.023,5.229,,,4.994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,1297,172,527,Ericson et al; Mar Biodiversity 2009,F2,TD,H,2,RD,C,proportional change,Original units: g L-1 (Algal wet mass),Animalia (Littorina littorea; Littorina obtusata; Idotea granulosa; Gammarus duebeni),,Macroalgae,1,4,1,10,2,S,Tj_rn_ Marine Biological Laboratory on the Swedish west coast,58.9,11.11,,,2,4,4,,1,0.03,0,7,152,0.0461,-3.078,N,Y,8,N,Experiment 2,,,control,control,,0.5399,0.2041,,,0.2399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,1298,173,528,Redondo-Brenes & Montagini; For Ecol Mang 2006,T3,TD,P,1,SST,,g m-2,Plant aboveground biomass,Plantae (Vochysia guatemalensis; Jacaranda copaia; Callophyllum brasiliense),plant,Nutrients,0,18,2,4,2,S,La Selva Biological Station; Costa Rica.,10.43,-86.98,50,lat long provided by author,2,3,3,256,,47.44,5.3963,4745,,,.,N,Y,0,Y,Plantation 1 (See Table 1),,,control,control,,13.06,9.54,,11.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,1299,173,529,Redondo-Brenes & Montagini; For Ecol Mang 2006,T3,TD,P,1,SST,,g m-2,Plant aboveground biomass,Plantae (Terminalia amazonia; Dipteryx panamensis; Virola koschnyi),plant,Nutrients,0,18,2,4,2,S,La Selva Biological Station; Costa Rica.,10.43,-86.98,50,lat long provided by author,2,3,3,256,,45.26,5.6562,4745,,,.,N,Y,0,Y,Plantation 2 (See Table 1),,,control,control,,16.64,13.2567,,18.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,1300,173,530,Redondo-Brenes & Montagini; For Ecol Mang 2006,T3,TD,P,1,SST,,g m-2,Plant aboveground biomass,Plantae (Hyeronima alchorneoides; Vochysia ferruginea; Balizia elegans),plant,Nutrients,0,18,2,4,2,S,La Selva Biological Station; Costa Rica.,10.43,-86.98,50,lat long provided by author,2,3,3,256,,45.01,5.6876,4380,,,.,N,Y,0,Y,Plantation 3 (See Table 1),,,control,control,,8.89,7.1567,,9.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,1301,174,531,Moorthi et al; Estuaries Coasts 2008,Data From Author,TD,P,1,SST,,mg m-2,Algal wet mass,Plantae (Uronychia sp.; Keronopsis rubra; Euplotes sp.; Euplotes minuta),macroalgae,Nutrients,1,4,1,4,2,S,University of Cologne; Gyrhofstrasse 15; 50931 K_ln; Germany,50.92,6.92,,lat long of address of first author,3,4,4,,0.0155,0,0,7,1,7,1.9459,Y,N,0,N,Control,Experiment 1,,control,control,,0.0301,15.9,18.3,,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,1302,174,531,Moorthi et al; Estuaries Coasts 2008,Data From Author,TD,P,1,SST,,mg m-2,Algal wet mass,Plantae (Uronychia sp.; Keronopsis rubra; Euplotes sp.; Euplotes minuta),macroalgae,Nutrients,1,4,1,4,2,S,University of Cologne; Gyrhofstrasse 15; 50931 K_ln; Germany,50.92,6.92,,lat long of address of first author,3,4,4,,0.0155,0,0,11,1,11,2.3979,Y,N,0,N,Control,Experiment 1,,control,control,,0.0601,39.7,41.1,,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,1303,174,531,Moorthi et al; Estuaries Coasts 2008,Data From Author,TD,P,1,SST,,mg m-2,Algal wet mass,Plantae (Uronychia sp.; Keronopsis rubra; Euplotes sp.; Euplotes minuta),macroalgae,Nutrients,1,4,1,4,2,S,University of Cologne; Gyrhofstrasse 15; 50931 K_ln; Germany,50.92,6.92,,lat long of address of first author,3,4,4,,0.0155,0,0,14,1,14,2.6391,Y,N,0,N,Control,Experiment 1,,control,control,,0.0187,148.1,118.5,,90.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,1304,174,531,Moorthi et al; Estuaries Coasts 2008,Data From Author,TD,P,1,SST,,mg m-2,Algal wet mass,Plantae (Uronychia sp.; Keronopsis rubra; Euplotes sp.; Euplotes minuta),macroalgae,Nutrients,1,4,1,4,2,S,University of Cologne; Gyrhofstrasse 15; 50931 K_ln; Germany,50.92,6.92,,lat long of address of first author,3,4,4,,0.0155,0,0,18,1,18,2.8904,Y,Y,0,N,Control,Experiment 1,,control,control,,0.3891,138.1,162.8,,174.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,1305,174,532,Moorthi et al; Estuaries Coasts 2008,Data From Author,TD,P,1,SST,,mg m-2,Algal wet mass,Plantae (Uronychia sp.; Keronopsis rubra; Euplotes sp.; Euplotes minuta),macroalgae,Nutrients,1,4,1,4,2,S,University of Cologne; Gyrhofstrasse 15; 50931 K_ln; Germany,50.92,6.92,,lat long of address of first author,3,4,4,,0.0155,0,0,7,1,7,1.9459,Y,N,0,N,Disturbed,Experiment 1,,experimental,control,,0.0301,15.9,18.3,,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,1306,174,532,Moorthi et al; Estuaries Coasts 2008,Data From Author,TD,P,1,SST,,mg m-2,Algal wet mass,Plantae (Uronychia sp.; Keronopsis rubra; Euplotes sp.; Euplotes minuta),macroalgae,Nutrients,1,4,1,4,2,S,University of Cologne; Gyrhofstrasse 15; 50931 K_ln; Germany,50.92,6.92,,lat long of address of first author,3,4,4,,0.0155,0,0,11,1,11,2.3979,Y,N,0,N,Disturbed,Experiment 1,,experimental,control,,0.0342,19.9,23.2,,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,1307,174,532,Moorthi et al; Estuaries Coasts 2008,Data From Author,TD,P,1,SST,,mg m-2,Algal wet mass,Plantae (Uronychia sp.; Keronopsis rubra; Euplotes sp.; Euplotes minuta),macroalgae,Nutrients,1,4,1,4,2,S,University of Cologne; Gyrhofstrasse 15; 50931 K_ln; Germany,50.92,6.92,,lat long of address of first author,3,4,4,,0.0155,0,0,14,1,14,2.6391,Y,N,0,N,Disturbed,Experiment 1,,experimental,control,,0.0074,57.2,46.7,,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,1308,174,532,Moorthi et al; Estuaries Coasts 2008,Data From Author,TD,P,1,SST,,mg m-2,Algal wet mass,Plantae (Uronychia sp.; Keronopsis rubra; Euplotes sp.; Euplotes minuta),macroalgae,Nutrients,1,4,1,4,2,S,University of Cologne; Gyrhofstrasse 15; 50931 K_ln; Germany,50.92,6.92,,lat long of address of first author,3,4,4,,0.0155,0,0,18,1,18,2.8904,Y,Y,0,N,Disturbed,Experiment 1,,experimental,control,,0.0036,94.4,71.3,,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
